"samaccountname","passwordlastset","passwordneverexpires"
"lfssilva","14/02/2020 17:43:47","False"
"CentraldeservicosRCX",,"False"
"doreis","22/01/2020 08:49:36","False"
"scbarros","05/03/2020 07:32:31","False"
"ombudsman_rj","20/04/2009 09:09:37","True"
"amacintyre","27/02/2020 08:46:19","True"
"malo","14/02/2020 09:12:13","False"
"salesforcebrasil","13/04/2010 10:30:31","False"
"roantunes","10/03/2020 08:56:35","False"
"LLSilva","13/03/2020 10:23:45","False"
"rtrodrigues","21/03/2020 11:36:25","False"
"jmandaro","12/03/2020 11:01:14","False"
"tksilva","09/03/2020 09:12:19","False"
"TJunior","27/02/2020 12:31:38","True"
"spedrosa","26/02/2020 08:16:59","True"
"mfernandes","24/03/2020 07:05:31","False"
"lcarlos","19/03/2020 07:47:04","False"
"renfsilva","14/02/2020 13:09:57","False"
"caraujo","10/03/2020 13:00:28","False"
"Cedoc_RCX","29/10/2009 11:57:20","False"
"JAndrade","23/01/2020 08:55:43","False"
"rpeixoto",,"False"
"rrsilva","17/02/2020 16:24:01","False"
"cchagas","16/03/2020 09:51:29","False"
"rbahiense","13/03/2020 11:46:51","False"
"agasparele","17/02/2020 07:04:10","False"
"avnunes",,"False"
"CDamasceno","16/03/2020 11:23:27","False"
"ELSouza","27/02/2020 07:40:37","True"
"talmeida","16/03/2020 07:10:29","False"
"jsdias","21/10/2019 07:49:58","False"
"marisouza","16/03/2020 07:12:45","False"
"Cesilva","20/02/2020 09:06:15","False"
"essilva","25/03/2020 23:06:16","False"
"jmaciel","18/03/2020 14:22:36","False"
"rmarques","06/03/2020 08:14:40","False"
"RERibeiro","17/02/2020 08:20:56","False"
"FPOliveira","24/03/2020 11:32:52","True"
"RcC_RJ","19/02/2010 15:02:04","False"
"FSantos","27/03/2020 09:42:59","False"
"ssimas","23/03/2020 16:46:47","False"
"lecosta","27/03/2020 16:59:14","False"
"acrosa",,"False"
"vfernandes","26/03/2020 10:10:26","False"
"esodre",,"False"
"NFsilva","11/03/2020 13:43:36","False"
"DNeves","10/03/2020 14:27:48","False"
"jeoliveira","19/02/2020 15:44:43","False"
"FSilva","24/03/2020 05:17:49","False"
"jgaviao","02/03/2020 08:17:20","False"
"JOOliveira","28/02/2020 07:35:15","True"
"ecerri","09/03/2020 10:12:57","False"
"JSamuel","08/08/2019 13:42:09","False"
"croliveira","20/03/2020 10:36:34","False"
"rtoste","05/03/2020 17:32:39","False"
"nlmattos","26/02/2020 07:06:14","True"
"cbribeiro","05/03/2020 07:51:53","False"
"madguimaraes","17/02/2020 12:17:07","False"
"rosouza","26/03/2020 17:31:00","False"
"dogsilva",,"False"
"appereira","18/02/2020 07:54:25","False"
"asasantos","29/07/2019 11:11:17","False"
"ACSantos","09/03/2020 09:57:58","False"
"Acardoso","26/02/2020 10:18:44","True"
"MJunior","13/03/2020 15:16:55","False"
"rsferreira","16/03/2020 10:18:48","False"
"edmsantos","17/02/2020 05:28:08","False"
"RNSantos","26/02/2020 08:37:07","True"
"hssantos","30/01/2020 06:08:52","False"
"Gfrade","23/03/2020 14:54:00","False"
"dvalenca","23/03/2020 07:04:29","False"
"jccastro","20/02/2020 08:34:38","False"
"eacarneiro","27/02/2020 07:39:20","True"
"rhamon.silva","10/03/2020 08:10:01","False"
"gilpsilva","27/02/2020 12:54:51","True"
"jgaraujo","16/03/2020 07:37:14","False"
"cdbsouza","23/03/2020 07:33:16","False"
"cjesus","19/03/2020 15:51:32","False"
"asenne","19/02/2020 11:21:58","False"
"vvirginio","23/01/2019 20:07:04","False"
"plmello","24/05/2019 12:35:57","False"
"relima","09/03/2020 11:48:37","False"
"E_pedagio","24/04/2008 11:15:26","False"
"ctravassos","26/02/2020 09:10:39","True"
"rmeirelles","20/03/2020 08:11:46","False"
"E-pedagio","25/08/2006 18:33:23","False"
"raguiar","16/01/2020 09:53:12","False"
"lsimoes","05/03/2020 15:26:53","False"
"lfeitosa","18/03/2020 10:32:25","False"
"clsantos","27/01/2020 17:57:59","False"
"jansilva","16/03/2020 08:27:53","False"
"fsiqueira","10/02/2020 12:33:55","False"
"acantunes","16/03/2020 08:28:48","False"
"jnascimento","05/03/2020 11:04:05","False"
"apsantos","26/02/2020 08:29:26","True"
"vtellis","20/03/2020 09:29:27","False"
"arsilva","09/03/2020 10:24:27","False"
"trocha","12/03/2020 06:41:38","False"
"bruno.machado","17/02/2020 08:01:20","False"
"bwoliveira","26/02/2020 10:07:09","True"
"vaguiar","30/10/2019 11:57:33","False"
"elemes","17/02/2020 07:59:29","False"
"vnoro","02/03/2020 12:13:10","False"
"jspereira","03/03/2020 09:58:06","False"
"lboliveira","02/08/2018 09:07:38","False"
"lslima","26/03/2020 06:33:34","False"
"jocsilva","19/03/2020 10:21:34","False"
"mborges","20/03/2020 08:40:49","False"
"rosilva",,"False"
"emmendonca",,"False"
"caoliveira",,"False"
"rfsilva",,"False"
"dosouza","02/03/2020 11:48:07","False"
"soliveira",,"False"
"inpsantos","24/03/2020 07:15:40","False"
"ilima",,"False"
"maapinto",,"False"
"lalves",,"False"
"mvieira",,"False"
"mluiz",,"False"
"vlima",,"False"
"jmendonca",,"False"
"mpsouza","17/02/2020 14:36:39","False"
"avcortes",,"False"
"dmenezes","28/02/2020 10:48:58","True"
"vmoreira",,"False"
"zsantos",,"False"
"rsarmento",,"False"
"frcosta",,"False"
"resribeiro","06/08/2018 10:59:19","False"
"vreis",,"False"
"sasantos",,"False"
"hraphael",,"False"
"lasantos",,"False"
"usoares","17/02/2020 08:00:01","False"
"cfarias",,"False"
"rogomes","26/02/2020 08:29:22","True"
"ezamboni","12/03/2020 10:51:12","False"
"npessanha","23/03/2020 06:50:23","False"
"aamaral","28/02/2020 09:00:16","True"
"esantos",,"False"
"moliveira",,"False"
"rmarcal",,"False"
"vcarneiro",,"False"
"lfranca",,"False"
"crbezerra",,"False"
"acamara",,"False"
"mvjesus",,"False"
"mausilva",,"False"
"fjesus",,"False"
"emsilva",,"False"
"cabsilva",,"False"
"mfirmino",,"False"
"lcruz",,"False"
"cblima",,"False"
"jofsilva",,"False"
"cmeireles","05/11/2019 13:20:24","False"
"lenascimento","17/02/2020 16:17:38","False"
"rlsarmento","26/03/2020 10:21:52","False"
"lcamelo",,"False"
"cssouza",,"False"
"abasilio","05/09/2019 11:02:56","False"
"jfranco","16/03/2020 06:22:18","False"
"lgsilva","13/02/2020 08:28:51","False"
"fpfrancellino","26/03/2020 08:03:52","False"
"bmachado","21/02/2019 14:57:06","False"
"JMonteiro","31/01/2019 05:56:56","False"
"lamaral","25/10/2018 13:38:52","False"
"raraujo","17/02/2020 08:07:33","False"
"asaraujo","20/03/2020 05:56:24","False"
"rosiane.moreira","17/02/2020 08:03:17","False"
"leandro.siqueira","17/02/2020 10:17:57","False"
"jaissantos","26/02/2020 07:09:29","True"
"nbandeira","05/07/2018 14:03:30","False"
"clssilva","16/03/2020 08:09:03","False"
"mpena","27/08/2018 07:03:06","False"
"rhmoreira","21/03/2020 06:34:13","False"
"bmarchezini","17/02/2020 11:50:22","False"
"jonascimento","27/02/2020 09:02:37","True"
"msiqueira","27/03/2020 08:45:34","False"
"vasouza","10/03/2020 13:16:18","False"
"emendonca","23/03/2020 07:40:59","False"
"con-lcsouza","07/02/2020 07:43:06","False"
"wwaiandt","19/03/2020 09:28:22","False"
"cbusson","03/02/2020 08:53:07","False"
"Jfigueiredo","13/03/2020 14:58:44","False"
"asobral","06/03/2020 11:31:16","False"
"rmalves","14/02/2020 10:53:38","False"
"rhora","27/03/2020 17:07:18","False"
"drangel","27/03/2020 12:44:03","False"
"con-lmsilva","06/03/2020 12:28:54","False"
"rvidal","10/03/2020 15:47:54","False"
"wisilva","19/03/2020 10:34:57","False"
"alesalves","02/03/2020 08:25:11","False"
"con-bmoliveira","18/03/2020 11:58:05","False"
"mnascimento","12/02/2020 08:16:03","False"
"lsbarbosa","26/02/2019 08:59:28","False"
"JFerreira","19/03/2020 09:34:33","False"
"sesilva","27/02/2020 14:53:30","True"
"MRezende","07/07/2016 10:40:53","False"
"jaeffegem","20/02/2019 08:12:05","False"
"aosouza","12/03/2020 06:54:58","False"
"geduardo","26/03/2020 08:02:30","False"
"olsilva","24/02/2020 10:55:57","True"
"anfsouza","23/03/2020 06:47:44","False"
"teufrasio","18/03/2019 07:50:50","False"
"asribeiro","23/03/2020 06:06:00","False"
"eventorim","26/03/2020 07:30:42","False"
"yaugusto","06/03/2020 14:47:15","False"
"lelsilva","19/11/2018 08:49:18","False"
"leasilva","05/03/2020 10:20:39","False"
"jboliveira","05/01/2017 06:54:18","False"
"gvsantos","22/02/2020 10:17:52","False"
"lbspereira","16/03/2020 07:29:21","False"
"lfernandes",,"False"
"feoliveira","11/03/2019 20:07:46","False"
"afavoreto","24/02/2020 06:06:15","True"
"ralves","17/02/2020 09:27:23","False"
"conferencia-rsr","11/12/2018 09:03:03","True"
"distribuicao-rsr","11/12/2018 09:01:39","True"
"frota.serra","17/01/2017 13:01:17","True"
"msreis","13/02/2020 07:29:05","False"
"lbadiani","26/02/2020 07:07:10","True"
"lfsilva","12/03/2020 07:43:31","False"
"dalmeida",,"False"
"jtrarbach","23/03/2020 09:24:58","False"
"FFSilva","26/03/2020 09:22:25","False"
"rcandal","06/03/2020 13:01:37","False"
"hrocha","20/03/2020 12:33:25","False"
"jbraga","26/02/2020 07:28:59","True"
"jamorim","11/11/2019 09:02:59","False"
"fgeraldo","24/02/2020 16:37:43","True"
"tmoncao","12/03/2020 07:47:51","False"
"rfjunior","12/03/2020 10:40:50","False"
"bvitorino","19/03/2020 13:45:55","False"
"japolinario","25/03/2020 08:39:53","False"
"arangel","20/02/2020 07:02:46","False"
"vsantana","12/03/2020 09:40:45","False"
"aguimaraes","27/03/2020 13:06:59","False"
"trosario","22/02/2020 04:02:27","False"
"ecalderaro","17/02/2020 07:45:09","False"
"lesoliveira","07/03/2020 11:36:21","False"
"isrsantos","13/02/2020 07:21:20","False"
"alapereira","26/03/2020 16:01:47","False"
"brvitoria","17/03/2020 14:59:57","False"
"acnascimento","02/03/2020 05:38:56","False"
"jsgsilva","26/03/2020 09:24:00","False"
"lpezin","16/03/2020 08:33:06","False"
"psaturnino","11/04/2018 14:51:09","False"
"ngalmeida","17/03/2020 07:03:25","False"
"carsantos","12/03/2020 09:19:15","False"
"vsilva","26/03/2020 06:43:57","False"
"mpaoliveira","11/02/2020 16:24:40","False"
"erodrigues","28/02/2020 06:02:46","True"
"rmiranda","20/02/2020 05:43:31","False"
"parcanjo","01/03/2019 08:07:11","False"
"rcasotti","16/03/2020 08:18:04","False"
"lscsilva","02/03/2020 07:02:09","False"
"edisilva","16/03/2020 11:42:21","False"
"rbelonia","26/03/2020 09:13:15","False"
"camorim","05/03/2020 07:47:26","False"
"con-tmsilva","05/02/2020 13:36:23","False"
"dpansini","21/02/2020 07:47:38","False"
"lanascimento","06/03/2020 07:54:40","False"
"gacosta","23/03/2020 13:52:08","False"
"tfraga","24/02/2020 08:25:33","True"
"xmaciel","09/03/2020 08:22:22","False"
"dcosta","18/03/2020 09:31:05","False"
"Vbarcelos","17/02/2020 08:16:40","False"
"oboliveira","27/03/2020 15:45:50","False"
"mbzucolotto","09/03/2020 07:43:10","False"
"lviveiros","09/03/2020 10:34:14","False"
"jgrosso","24/02/2020 06:40:38","True"
"cpereira","20/02/2020 07:01:37","False"
"llandy","17/02/2020 08:43:43","False"
"aranjos","27/03/2020 10:50:25","False"
"gcorrea","17/01/2020 07:22:44","False"
"emachado","17/02/2020 16:22:47","False"
"lussilva","19/03/2020 12:36:16","False"
"dacoliveira","26/02/2020 07:55:14","True"
"mferreira","26/03/2020 08:03:02","False"
"cbiaso","02/03/2020 10:24:47","False"
"wvcarvalho",,"False"
"edyoliveira","17/02/2020 10:31:25","False"
"IPereira","05/07/2018 10:32:12","False"
"fmoro","27/09/2018 17:10:55","False"
"mgrodrigues",,"False"
"mepaminondas","17/09/2018 07:57:51","False"
"sramos",,"False"
"jlsilva",,"False"
"jlcarvalho",,"False"
"dvargas","04/06/2018 10:01:25","False"
"pdsilva","08/11/2018 12:50:44","False"
"mvsouza","08/10/2018 10:37:29","False"
"dmcarvalho","12/11/2018 07:47:32","False"
"ecorrea",,"False"
"jamlima","17/01/2019 07:05:06","False"
"fefoliveira",,"False"
"lnmoura","03/01/2019 07:34:51","False"
"mosantos","25/10/2018 06:13:01","False"
"fguimaraes",,"False"
"fasilva",,"False"
"rmsilva","09/04/2018 11:47:01","False"
"exavier","18/01/2018 04:55:13","False"
"bgomes",,"False"
"jbarbosa",,"False"
"cpsantos","18/06/2018 10:59:52","False"
"jvalentim",,"False"
"rdsilva",,"False"
"jpacheco",,"False"
"adbsilva",,"False"
"jafsilva",,"False"
"jozsilva","10/10/2017 14:01:43","False"
"jtramarin",,"False"
"smsantos",,"False"
"mocarneiro","13/01/2020 08:45:00","False"
"jsouza","25/10/2018 12:36:37","False"
"pcsantos",,"False"
"nrenhe","25/01/2018 07:39:58","False"
"lwmartins","05/03/2018 13:45:47","False"
"tblima","26/02/2018 09:03:47","False"
"bmarinho","06/08/2018 08:12:16","False"
"grcosta","10/12/2018 07:03:10","False"
"con-rcandida","24/09/2014 10:14:23","False"
"fmpereira","13/08/2018 08:27:59","False"
"jaraujo",,"False"
"aricha","07/01/2019 06:37:08","False"
"jcamara","09/02/2018 06:47:44","False"
"lcamara","26/06/2018 09:13:02","False"
"jquerne","01/11/2018 11:02:45","False"
"lupsilva","06/09/2018 14:06:07","False"
"ANTSilva","09/08/2018 13:05:31","False"
"adsribeiro",,"False"
"rprsantos",,"False"
"mbbruno","13/09/2018 10:03:42","False"
"rslima",,"False"
"vtotola",,"False"
"JFerreira1",,"False"
"dmaia","03/01/2018 08:16:17","False"
"ebgomes","12/03/2020 14:45:18","False"
"efleite","12/09/2018 14:00:45","False"
"jooliveira1",,"False"
"aplima","15/01/2014 09:50:44","False"
"rffernandes",,"False"
"wmesabarba","13/03/2020 14:16:25","False"
"CAPSantos","05/03/2020 07:57:38","False"
"ltsilva","24/02/2020 09:44:03","True"
"maufernandes","27/02/2020 15:24:43","True"
"rbarros","19/03/2020 11:34:52","False"
"jdavanso","19/03/2020 14:14:44","False"
"cfoliveira","12/03/2020 08:14:54","False"
"rarruda",,"False"
"ljsilva","09/06/2017 12:21:31","False"
"fnunes",,"False"
"jgreis",,"False"
"jvelasco","06/03/2020 10:11:48","False"
"ssfigueiredo","27/02/2020 07:53:12","True"
"ddmiranda","26/03/2020 08:32:24","False"
"ebfreitas","17/02/2020 12:32:06","False"
"gfernandes","13/02/2020 07:18:51","False"
"lpinho","02/03/2020 15:53:15","False"
"taoliveira","23/03/2020 08:24:57","False"
"rbaeta","23/03/2020 11:48:39","False"
"lrufino","12/03/2020 08:22:51","False"
"con-lribeiro","06/03/2020 08:01:06","False"
"AHSilva","02/03/2020 08:59:32","False"
"jlutke","02/03/2020 09:21:48","False"
"djsilva","01/11/2019 09:44:50","False"
"jrcarvalho","02/03/2020 09:27:59","False"
"ncardozo","17/02/2020 08:32:00","False"
"raqsilva","19/03/2020 09:43:50","False"
"eferreira","12/02/2020 09:52:48","False"
"jaalmeida","27/02/2020 08:55:57","True"
"douglas.santos","21/02/2020 11:04:34","False"
"jiabreu","02/03/2020 09:00:02","False"
"ACampos","26/02/2020 14:15:45","True"
"scrodrigues","10/03/2020 09:02:14","False"
"tfunes","17/02/2020 10:23:56","False"
"acsouza","09/03/2020 08:20:25","False"
"mmedeiros","16/03/2020 07:49:42","False"
"jlima","27/02/2020 08:03:15","True"
"frota.cpogde","17/01/2017 10:45:49","True"
"jgoes","28/02/2019 16:46:21","False"
"gboliveira","12/02/2020 09:32:45","False"
"svasconcellos","24/02/2020 09:48:11","True"
"sescobar","24/03/2020 08:07:37","False"
"vcruz","07/03/2020 09:45:05","False"
"aagostinis","20/02/2020 10:03:17","False"
"WSiqueira","23/03/2020 08:47:33","False"
"lmarcelino","16/03/2020 09:46:53","False"
"JoiSouza","09/03/2020 10:58:20","False"
"dmelo",,"False"
"cpaiva",,"False"
"brpsilva","09/03/2020 07:20:30","False"
"pcamargos","01/04/2019 07:13:42","False"
"dcbarbosa","24/02/2020 08:51:11","True"
"citrix_sap","23/11/2016 08:24:17","False"
"mbranquinho","13/02/2020 16:23:10","False"
"dlino","17/02/2020 07:27:58","False"
"javila","06/03/2020 08:48:02","False"
"hcarvalho","12/03/2020 11:12:48","False"
"ecsantos","02/03/2020 09:28:29","False"
"con-lmitter","09/10/2019 10:08:53","False"
"mgheno","26/03/2020 08:04:24","False"
"rssoares","02/03/2020 06:37:24","False"
"jsdantas","06/03/2020 14:43:17","False"
"gafernandes","24/02/2020 09:18:37","True"
"radsilva","17/02/2020 08:27:24","False"
"rpsantos","13/02/2020 09:18:43","False"
"gjcsilva","14/02/2020 08:45:34","False"
"adfonseca","22/02/2020 07:12:44","False"
"mfpereira","20/02/2020 08:22:21","False"
"tirocha","19/03/2020 09:14:18","False"
"wmmarques","03/03/2020 09:07:30","False"
"jpoliveira","09/03/2020 07:31:43","False"
"jvaz","23/03/2020 07:33:42","False"
"abarboza","26/03/2020 16:00:56","False"
"molimpio","13/11/2017 16:33:25","False"
"dkmartins","09/03/2020 08:35:03","False"
"wlrodrigues","10/03/2020 19:14:52","False"
"klferreira","10/03/2020 14:38:05","False"
"pmoura","12/03/2020 05:41:47","False"
"basantos","24/02/2020 08:07:58","True"
"wsilva","16/03/2020 11:23:50","False"
"madias","10/03/2020 15:50:48","False"
"claudsilva","20/03/2020 10:37:10","False"
"maryelle.leao","17/02/2020 08:22:45","False"
"jjborges","20/07/2019 08:02:15","False"
"lrmeireles","24/02/2020 08:04:18","True"
"apmsousa","22/02/2018 07:20:36","False"
"cbemme","06/08/2018 09:51:15","False"
"con-lteixeira","03/05/2016 07:39:28","False"
"calmeida","19/11/2018 05:56:32","False"
"ACozzolino","09/11/2018 09:36:04","False"
"joandrade","28/05/2018 08:20:57","False"
"CMoreira1","05/12/2014 15:46:37","False"
"vlcruz","14/01/2019 07:56:51","False"
"lserrano","29/01/2018 08:25:43","False"
"wamoury","25/01/2018 15:04:33","False"
"jisidoro","22/01/2018 08:53:00","False"
"frbatista","05/01/2018 08:07:58","False"
"OJardim","30/10/2014 08:56:32","False"
"rlsousa","03/11/2016 08:56:31","False"
"con-kvictor","27/10/2014 15:04:54","False"
"fmoliveira","10/09/2018 08:16:14","False"
"mcarciano","27/08/2018 07:35:40","False"
"jobasilva",,"False"
"prcosta","11/01/2019 15:31:37","False"
"brsilva","26/07/2018 13:04:40","False"
"dsousa","19/02/2018 08:33:34","False"
"fcdias","03/07/2018 07:29:25","False"
"srezende","28/12/2018 09:14:13","False"
"aben","05/09/2017 08:36:29","False"
"jamsouza",,"False"
"mgsouza","17/03/2014 11:05:41","False"
"mayasilva","27/08/2018 06:38:24","False"
"fmmiranda","14/01/2019 13:38:24","False"
"jacbarbosa","04/06/2018 09:52:17","False"
"mjcarvalho","28/02/2020 17:44:50","True"
"absouza","26/06/2015 16:47:32","False"
"fmonteiro","17/03/2020 18:02:31","False"
"hmorais","02/03/2020 08:19:11","False"
"frodrigues","10/02/2020 07:06:19","False"
"rbugalho","21/02/2020 10:36:00","False"
"dbaraujo","19/03/2020 08:23:27","False"
"lprado","25/11/2019 14:11:33","False"
"fasantos","06/03/2020 09:58:30","False"
"cfantoni","02/03/2020 06:51:20","False"
"lmorato","02/03/2020 12:26:19","False"
"con-jbcaetano","11/03/2020 11:43:21","False"
"hvieira","02/03/2020 08:15:43","False"
"PHOliveira","06/03/2020 09:20:10","False"
"clmoura","23/03/2020 12:08:45","False"
"appinto","06/03/2020 09:54:05","False"
"con-mrcosta","13/02/2019 06:14:16","False"
"lteixeira","02/03/2020 08:05:46","False"
"cleao","12/03/2020 15:31:34","False"
"kmartins","12/03/2020 09:42:09","False"
"mbranco","20/02/2020 06:04:28","False"
"kgsouza","24/03/2020 15:47:23","False"
"mesilva","10/03/2020 08:09:24","False"
"con-acsaraujo","19/03/2020 07:14:02","False"
"csales","10/02/2020 08:25:05","False"
"gncosta","05/03/2020 11:12:38","False"
"asfreitas","19/02/2020 08:20:36","False"
"azennaro","23/03/2020 18:11:02","False"
"gchsouza","27/02/2020 07:12:17","True"
"csbicalho","11/03/2020 07:56:02","False"
"con-renascimento","14/02/2020 08:31:17","False"
"gslima","26/03/2020 09:31:00","False"
"noliveira","26/03/2020 14:55:35","False"
"Mjacobs","19/03/2020 09:11:24","False"
"fodias","27/02/2020 06:46:40","True"
"lresende","06/03/2020 10:48:02","False"
"bbrilhante","10/02/2020 10:31:08","False"
"amendes","16/03/2020 10:10:01","False"
"cbnascimento","06/03/2020 14:03:30","False"
"pdasilva","12/03/2020 08:09:21","False"
"mreis","16/03/2020 07:50:13","False"
"syehia","28/02/2019 08:31:56","False"
"famorim","19/03/2020 08:39:49","False"
"leosouza","26/03/2020 12:53:54","False"
"scouto","28/02/2020 09:56:03","True"
"drcsilva","09/03/2020 08:30:10","False"
"jmacelino","10/03/2020 08:52:11","False"
"con-mrsilva","13/03/2020 13:43:25","False"
"vgaraujo","26/02/2020 06:49:55","True"
"cacarvalho","02/03/2020 09:34:28","False"
"rensilva","06/03/2020 08:43:08","False"
"bianca.antunes","26/03/2020 09:39:21","False"
"dcrodrigues","24/02/2020 07:41:15","True"
"CRufino","13/02/2020 16:37:59","False"
"galcantara","18/03/2020 09:27:15","False"
"mersilva","17/02/2020 09:18:38","False"
"vfelix","02/03/2020 07:33:04","False"
"jpasilva","20/03/2020 06:59:16","False"
"lobarbosa","12/02/2020 11:37:05","False"
"ldaraujo","26/02/2020 10:15:12","True"
"alsalves","02/03/2020 14:12:32","False"
"rfaria","16/03/2020 07:46:46","False"
"tasilva","08/03/2020 07:04:03","False"
"frota.uberlandia","04/09/2017 13:27:31","True"
"fabarbosa","03/10/2019 15:02:27","False"
"lpoliveira","09/03/2020 07:22:52","False"
"adneto","14/02/2020 08:58:28","False"
"mtrolesi","11/02/2020 13:32:08","False"
"raborges","30/12/2019 09:30:12","False"
"fbarreira","14/03/2020 10:29:11","False"
"acadete","24/02/2020 06:59:09","True"
"omilkievicz",,"False"
"asjsilva","09/03/2020 14:00:53","False"
"wpsilva","07/02/2020 13:20:28","False"
"scunha","14/01/2019 06:15:18","False"
"alssouza","09/03/2020 06:13:32","False"
"dvenancio","16/03/2020 08:27:36","False"
"wbarroso","25/03/2020 06:51:58","False"
"risantos","06/03/2020 09:40:16","False"
"salvim","20/02/2020 09:48:00","False"
"dcarvalho","17/03/2020 08:53:40","False"
"ijsilva","10/03/2020 10:23:26","False"
"wcardoso","02/03/2020 09:29:00","False"
"velopes","16/03/2020 10:01:09","False"
"gfsilva","27/02/2020 08:31:57","False"
"jcurcino","26/03/2020 08:21:04","False"
"lbsilva","22/07/2015 17:56:36","False"
"vlferreira","16/03/2020 10:09:39","False"
"con-rfeitosa","09/08/2019 08:52:13","False"
"aruse","18/02/2020 11:11:52","False"
"rcgomes","28/02/2020 08:06:49","True"
"gsantos","20/02/2020 13:42:36","False"
"woliveira","24/02/2020 07:39:27","True"
"pamaro","23/03/2020 11:20:57","False"
"prsantos","06/03/2020 11:32:46","False"
"ncvilena","17/02/2020 07:36:25","False"
"mhsilva","29/02/2020 10:45:14","True"
"jhaber","29/02/2020 07:23:57","True"
"cmoura","23/03/2020 16:41:39","False"
"frota.belem","17/01/2017 12:55:24","True"
"aftavares","17/02/2020 09:04:15","False"
"emelo","19/03/2020 07:02:18","False"
"bcosta","03/03/2020 09:59:32","False"
"esousa","12/03/2020 12:46:42","False"
"aneves","13/02/2020 14:57:07","False"
"wagoncalves","27/03/2020 15:36:52","False"
"rspinheiro","09/03/2020 09:32:30","False"
"maasantos",,"False"
"chandrade","09/03/2020 09:02:10","False"
"ajamorim","20/01/2020 12:48:45","False"
"jpena","20/02/2020 14:48:46","False"
"panete","28/02/2020 15:45:23","True"
"ebatista","08/02/2019 08:02:13","False"
"vreboucas","11/03/2020 07:13:12","False"
"csaraujo","05/03/2020 10:03:46","False"
"rrego","05/03/2020 12:51:48","False"
"bsantos","09/03/2020 11:38:56","False"
"edsondasilva","12/03/2020 09:22:46","False"
"fsoares","24/02/2020 06:26:10","True"
"con-elarrat","04/03/2020 08:45:06","False"
"mnorat","12/03/2020 07:48:10","False"
"rcravo","27/03/2020 10:27:29","False"
"jdias","09/03/2020 13:45:28","False"
"abispo","02/03/2020 07:25:26","False"
"diosilva","18/03/2020 07:30:05","False"
"jgoldhar","27/03/2020 07:26:20","False"
"gmeira","16/03/2020 09:23:12","False"
"anrosa","07/03/2020 10:43:32","False"
"vitor.carvalho","26/02/2020 08:20:21","True"
"edoliveira","16/11/2018 11:22:24","False"
"Mmarcondes","20/02/2020 08:41:27","False"
"aafreitas","20/09/2018 09:40:29","False"
"vjunior","18/02/2020 14:06:15","False"
"lnmartins","09/03/2020 07:58:50","False"
"frota.fortaleza","04/09/2017 14:35:37","True"
"anpereira","12/03/2020 08:08:55","False"
"lnalmeida","17/03/2020 12:30:29","False"
"mvasconcelos","20/02/2020 08:22:34","False"
"ibarreto","10/03/2020 07:46:21","False"
"facastro","16/03/2020 11:16:24","False"
"PSouza","07/03/2019 07:27:13","False"
"amaia","17/02/2020 10:38:01","False"
"pccarneiro","07/11/2019 10:11:39","False"
"juliana.araujo","12/03/2020 08:09:40","False"
"eclima","12/03/2020 08:10:17","False"
"ffcosta","24/03/2020 09:38:53","False"
"srmelo","27/02/2020 07:33:34","True"
"debora.estima","16/03/2020 09:47:31","False"
"msavastano","28/02/2020 12:30:34","True"
"cvsilva","02/03/2020 07:53:06","False"
"jpsouza","17/02/2020 08:18:26","False"
"bssantos","14/02/2020 12:55:34","False"
"crssilva","11/03/2020 08:23:15","False"
"JorSilva","10/03/2020 16:57:12","False"
"freduzino","12/03/2020 07:33:35","False"
"evbatista","12/03/2020 07:24:09","False"
"insantos","04/03/2020 08:13:17","False"
"con-mbrandao","03/03/2020 17:54:13","False"
"tlessa","09/03/2020 08:10:26","False"
"MArgolo","09/03/2020 08:03:43","False"
"fpereira","29/02/2020 09:44:29","True"
"aghedin","11/03/2020 07:18:55","False"
"cribeiro","03/03/2020 15:26:42","False"
"frota.jequie","17/01/2017 14:01:28","True"
"aqsilva","26/03/2020 11:11:36","False"
"tbrayner","09/03/2020 08:32:01","False"
"asoares","23/03/2020 10:04:28","False"
"esantiago","24/02/2020 07:40:39","True"
"adssantos","17/03/2020 12:24:42","False"
"JRocha","17/02/2020 09:26:11","False"
"ANery","21/02/2020 13:25:00","False"
"crcarvalho","20/02/2020 08:36:04","False"
"sfigueiredo","21/02/2020 18:53:56","False"
"tgsouza","19/03/2019 08:54:02","False"
"llima","02/03/2020 08:40:49","False"
"RPSilva","26/03/2020 18:55:55","False"
"Dmfilho","16/03/2020 10:24:12","False"
"cfcalmeida","06/03/2020 13:50:04","False"
"dsouza","25/03/2020 16:38:08","False"
"ccoliveira","20/03/2020 14:06:18","False"
"holiveira","05/03/2020 07:51:43","False"
"framorim","19/02/2020 07:41:37","False"
"jacruz","09/03/2020 10:50:50","False"
"dnovaes","17/03/2020 14:01:44","False"
"jrabelo","19/09/2019 13:18:51","False"
"tgonzaga","26/02/2020 17:35:01","False"
"eroliveira","14/02/2020 07:12:53","False"
"hcosta","19/03/2020 07:20:00","False"
"daazevedo","17/02/2020 08:29:48","False"
"lalencar","12/03/2020 17:34:43","False"
"faalmeida","16/03/2020 09:09:27","False"
"mbrito","24/02/2020 10:29:03","True"
"rnrodrigues","13/02/2020 07:57:36","False"
"kcalmeida","11/02/2020 12:59:10","False"
"avelozo","13/03/2020 18:39:26","False"
"rgcosta","13/02/2020 15:08:16","False"
