"SamAccountName","userAccountControl","LastLogonDate","whenCreated","homeMDB"
"tferreira","514","05/02/2018 07:59:38","07/04/2016 11:22:49","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"tfischer","512","17/07/2019 13:14:26","02/12/2016 13:53:59","CN=BRRJSHVGASCOTZDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"teufrasio","514","28/03/2019 07:59:01","20/06/2016 14:35:50","CN=BRRJSHVGASUCTUDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"tf_ativo_fixo","66048",,"28/05/2010 09:50:11","CN=BRRJSHVGASERVICODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"tfaraujo","512","22/07/2019 07:42:29","12/07/2016 16:40:49","CN=BRRJSHVGASUCTUDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"tfraga","512","18/07/2019 08:36:40","19/12/2016 09:14:29","CN=BRRJSHVGASUCTUDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"tfunes","512","18/07/2019 16:30:50","12/06/2018 10:56:18","CN=BRRJSHVGASUCTUDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"tgama","512","25/07/2019 07:37:43","12/02/2015 10:00:07","CN=BRRJSHVGASUCTUDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"tglima","512","15/07/2019 07:44:51","24/02/2017 11:16:56","CN=BRRJSHVGASUCTUDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"tfranca","514","04/05/2018 09:23:28","17/03/2014 08:55:33","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"tftavares","514","13/06/2019 13:44:24","19/03/2018 09:21:41","CN=BRRJSHVGASUCTUDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"tfunchal","514","29/01/2018 13:10:51","31/03/2017 16:18:09","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"t.goncalves","512",,"22/07/2019 18:34:50","CN=BRRJSHVGASHORCDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"shv_rallemand","514","25/08/2014 14:00:35","24/06/2013 16:19:38",
"shv_ralmeida","512",,"03/10/2016 08:59:24",
"shv_ralvim","514","27/02/2014 11:57:33","07/01/2013 15:01:42",
"shv_pferrari","514","06/06/2019 16:24:31","03/04/2013 11:04:47",
"shv_pferreira","514","08/04/2012 13:55:57","08/03/2012 11:47:08",
"shv_psalvadori","514","11/09/2013 17:04:13","16/04/2012 14:38:10",
"shv_rasouza","514","13/07/2018 09:06:06","20/04/2017 08:55:33",
"shv_rhora","514","27/07/2013 13:50:15","30/01/2012 18:01:46",
"shv_rritter","512","16/07/2019 10:22:07","06/03/2013 15:04:13",
"shv_saalves","514","19/11/2013 10:58:41","04/03/2013 10:12:52",
"shv_rcardoso","514","02/03/2012 02:57:29","09/08/2011 16:59:22",
"shv_rcrodrigues","514","07/07/2011 13:29:40","08/02/2011 14:45:49",
"shv_rcvcosta","512","19/07/2019 12:11:51","07/01/2013 15:08:57",
"Shv_PArauz","514","17/11/2009 12:25:15","16/07/2009 09:48:20",
"shv_masantos","514","18/06/2014 22:49:22","07/07/2011 14:05:53",
"shv_masilva","512",,"03/10/2016 09:01:00",
"shv_master","66048","30/04/2018 18:45:02","26/10/2016 13:44:44",
"shv_lassis","514","27/07/2018 11:14:20","17/01/2014 11:14:05",
"shv_llisboa","512","22/07/2019 09:31:30","15/08/2011 17:13:20",
"shv_lpires","512","20/06/2019 09:10:40","21/03/2019 10:39:09",
"shv_mfrodrigues","514","03/12/2012 15:28:03","16/06/2011 09:03:31",
"shv_mnferreira","514","22/04/2016 10:37:08","12/05/2014 12:45:14",
"shv_mrazevedo","514","30/07/2014 08:29:13","22/11/2012 09:04:56",
"shv_omelo","514",,"24/10/2011 09:47:55",
"shv_mgoncalves","514","30/12/2011 22:53:16","11/07/2011 14:18:52",
"shv_mjsilva","514","04/01/2019 17:20:53","03/06/2014 15:22:02",
"shv_mlsilva","514","28/05/2012 18:07:39","28/07/2011 11:15:02",
"shv_sassis","512",,"03/10/2016 08:56:40",
"sidnei.silva","512",,"13/07/2019 02:12:54",
"sidney.silveira","512",,"13/07/2019 01:50:27",
"Siemens-par","66048","08/02/2011 21:56:02","23/09/2006 21:40:29",
"shvsun","66048","31/01/2011 10:04:31","28/07/2010 10:02:17",
"sidinei.melo","512",,"13/07/2019 03:36:24",
"sidnei.botelho","512",,"13/07/2019 03:15:14",
"SI-Gestao_Identidade","66048","18/09/2018 18:04:46","13/09/2011 17:26:10","CN=BRRJSHVGASERVICODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"simone.azevedo","512",,"13/07/2019 03:52:11","CN=BRRJSHVGASHORCDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"simoreira","514","02/12/2018 05:27:59","31/01/2018 15:34:12","CN=BRRJSHVGASUCSSDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"sinc_ged","66048","08/04/2013 00:03:08","19/07/2011 16:42:31",
"silas.almeida","512",,"13/07/2019 03:32:41",
"silvaney.moura","512",,"13/07/2019 00:57:27",
"silvio.junior","512",,"13/07/2019 02:07:04","CN=BRRJSHVGASHORCDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"shvnferespota","66048","26/02/2010 10:58:40","26/02/2010 09:02:10","CN=BRRJSHVGASERVICODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"shv_tlaray","514","01/01/2013 07:07:32","22/12/2008 12:03:48",
"shv_tz0","512","08/04/2010 14:03:24","16/03/2010 09:22:10",
"shv_vcsantos","512","23/06/2019 22:01:54","15/09/2016 09:37:25",
"SHV_SCCMSRV","66048","18/12/2008 11:45:55","27/08/2008 13:09:16",
"shv_svieira","514","25/09/2012 21:44:33","11/05/2010 15:49:54",
"shv_thmsilva","514","13/06/2014 15:31:55","04/03/2013 10:16:38",
"shv_vinicius","514","26/01/2011 11:15:43","17/11/2008 09:54:20",
"shvnfe","66048","18/07/2019 18:47:23","31/10/2008 07:10:48","CN=BRRJSHVGASERVICODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"shvnfeadminstrador","66048",,"26/02/2010 08:57:35","CN=BRRJSHVGASERVICODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"shvnfe-hml","66048","25/01/2016 20:58:00","26/05/2009 08:58:13","CN=BRRJSHVGASERVICODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"shv_vmrodrigues","514","19/06/2016 13:57:28","04/03/2013 10:15:40",
"shv_wgigliozzi","512",,"06/05/2019 11:00:26",
"shvmde","66048","20/07/2019 10:54:57","16/09/2014 17:41:10","CN=BRRJSHVGASERVICODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"sfigueiredo","512","25/07/2019 12:18:26","31/08/2006 17:54:10","CN=BRRJSHVGASCORSDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"sfreire","512","24/07/2019 18:04:08","22/10/2014 14:21:51","CN=BRRJSHVGASUCSSDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"sfreitas","544","25/07/2019 06:43:54","22/10/2018 08:54:37","CN=BRRJSHVGASUCSSDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"seveilton.mendonca","512",,"13/07/2019 03:54:22",
"severino.santana","512",,"13/07/2019 01:17:50",
"sferreira","512","18/07/2019 13:36:32","05/06/2014 15:09:35","CN=BRRJSHVGASUCSSDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"sfsantos","514","08/11/2018 08:29:32","14/06/2016 16:08:18","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"sgoliveira","512","21/07/2019 19:29:52","03/05/2013 11:21:18","CN=BRRJSHVGASUCSSDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"sguimaraes","512",,"09/05/2019 16:24:12",
"shark","66048","19/08/2015 08:33:24","11/08/2015 09:48:06","CN=BRRJSHVGASERVICODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"Sgi_operacao","66048",,"23/02/2016 07:51:31","CN=BRRJSHVGASERVICODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"SGIFaturamento","66048",,"12/11/2015 12:10:07","CN=BRRJSHVGASERVICODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"sgisuporte","66048",,"29/09/2015 15:38:01","CN=BRRJSHVGASERVICODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"sesilva","512","15/07/2019 08:55:56","25/07/2006 10:51:14","CN=BRRJSHVGASCORSDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"sergio.rosa","512",,"13/07/2019 01:39:56",
"sergio.santos","512",,"13/07/2019 00:26:51",
"sergio.xavier","512",,"13/07/2019 00:27:32","CN=BRRJSHVGASHORCDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"sergio.freitas","512",,"13/07/2019 01:17:52",
"sergio.inocencio","512",,"13/07/2019 02:36:16",
"sergio.justino","512",,"13/07/2019 01:50:24",
"seror2","512",,"24/05/2005 16:44:01",
"servicedesk1","66048",,"24/07/2012 16:27:17",
"servicedesk2","66048",,"24/07/2012 16:48:46",
"sescobar","512","08/01/2019 14:15:17","10/04/2017 15:30:46","CN=BRRJSHVGASUCSSDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"seror3","512","21/05/2008 17:37:22","22/06/2005 15:02:40",
"SERRA_19ANDAR","66048",,"03/01/2018 13:07:43","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"service_desk-sap","66048",,"27/07/2015 08:33:14","CN=BRRJSHVGASERVICODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"sholam","514","16/08/2018 08:00:25","13/04/2011 16:50:16","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"shv_fasouza","514","27/03/2011 12:25:55","01/08/2008 15:30:13",
"shv_fcarvalho","514","16/02/2018 16:31:25","03/06/2014 13:44:35",
"shv_fsantoro","514","02/12/2011 12:19:35","29/05/2007 22:01:03",
"shv_epinto","514","10/06/2016 14:48:07","01/08/2008 15:52:38",
"shv_evoliveira","514","27/10/2014 06:18:02","13/09/2013 16:09:39",
"shv_EXC","514","12/06/2019 11:09:53","07/02/2012 09:32:52","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"shv_fteixeira","514","22/01/2013 04:08:51","28/09/2012 17:30:52",
"shv_jpedreira","514","24/06/2011 14:06:36","31/07/2008 16:17:13",
"shv_jpfsilva","514","30/12/2011 17:24:26","23/09/2011 16:57:00",
"shv_jppontes","512","16/07/2019 18:14:40","16/07/2019 18:04:07",
"shv_glnascimento","514","23/06/2012 07:13:10","07/02/2011 10:43:37","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"shv_gsiqueira","512","16/07/2019 12:29:59","17/09/2014 14:41:55",
"shv_jpadrao","514","26/12/2012 10:09:51","12/07/2010 16:04:06",
"shv_csalema","514","19/01/2011 09:09:45","09/06/2010 13:07:33",
"shv_acchagas","514","26/11/2015 00:28:18","28/01/2013 11:00:31",
"shv_acosta","512","15/07/2019 18:42:19","17/09/2014 14:31:31","CN=BRRJSHVGASCOABDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"shv_afsilva","514","25/04/2010 08:10:53","15/03/2010 16:20:30",
"shsantos","512","17/07/2019 06:10:27","09/06/2016 10:40:08","CN=BRRJSHVGASUCSSDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"shv","66048","11/02/2009 11:13:19","11/02/2009 10:47:31",
"shv_abaptista","512","16/07/2019 11:51:00","20/03/2019 09:46:54",
"shv_alfonseca","514","23/09/2014 07:50:10","04/03/2013 10:14:28",
"shv_cfrodrigues","514","06/01/2011 10:20:03","01/06/2009 14:53:54",
"shv_cgoncalves","514","21/08/2012 11:36:41","03/02/2011 14:32:26",
"Shv_CMarquiori","514","11/12/2012 00:13:21","16/07/2009 17:21:01",
"shv_atleite","514","31/08/2010 14:15:27","31/03/2009 12:03:58",
"shv_bcoliveira","512","17/07/2019 16:52:59","03/11/2009 17:15:39",
"shv_cacsantos","512",,"06/05/2019 10:57:03",
"si-recert_sap","66048",,"31/08/2018 11:19:02","CN=BRRJSHVGASERVICODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"Supergasbras 20 Arau","66050",,"12/03/2018 11:43:49","CN=BRRJSHVGASERVICODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"Supergasbras 20 Bele","66050",,"09/03/2018 16:47:56","CN=BRRJSHVGASUCTUDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"Supergasbras 20 Beti","66050",,"09/03/2018 17:31:49","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"superclientes","66048",,"13/10/2017 08:30:43","CN=BRRJSHVGASERVICODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"Supergasbras","66048","30/12/2009 10:43:33","30/12/2009 09:24:47","CN=BRRJSHVGASERVICODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"Supergasbras 12 Uber","66050",,"08/03/2018 10:24:37","CN=BRRJSHVGASUCNQDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"Supergasbras 20 Bras","66050",,"09/03/2018 14:23:34","CN=BRRJSHVGASUCAADB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"supergasbras.diretor","66048",,"22/12/2011 12:14:56","CN=BRRJSHVGASPDRZDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"supergasbras.relacio","66048",,"29/09/2010 15:31:41","CN=BRRJSHVGASERVICODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"Supergasbras_recolhi","66048",,"01/04/2016 09:49:48","CN=BRRJSHVGASERVICODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"Supergasbras 20 Cano","66050",,"09/03/2018 17:00:04","CN=BRRJSHVGASUCKLDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"Supergasbras 20 Caxi","66050",,"09/03/2018 17:01:22","CN=BRRJSHVGASERVICODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"Supergasbras 20 Maua","66050",,"09/03/2018 15:34:55","CN=BRRJSHVGASERVICODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"supercanaleduca","66048",,"03/07/2012 11:40:25",
"storres","512","23/07/2019 08:06:04","01/12/2016 14:54:54","CN=BRRJSHVGASUCSSDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"STV","512","16/10/2018 08:22:25","25/11/2006 10:10:26","CN=BRRJSHVGASUCSSDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"stv3","512","10/02/2019 06:54:55","19/11/2008 15:09:40","CN=BRRJSHVGASUCSSDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"sssantos","512","04/07/2016 10:37:44","07/04/2015 19:01:38","CN=BRRJSHVGASUCSSDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"sssouza","514","01/01/2019 07:50:29","06/08/2018 10:16:11","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"steixeira","514","23/04/2018 09:07:02","14/10/2014 10:14:32","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"SUBSAUTOR","66048",,"13/02/2017 13:48:50","CN=BRRJSHVGASERVICODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"superbotao","66048","30/01/2019 14:12:16","22/06/2016 09:00:04","CN=BRRJSHVGASUCSSDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"Superbotao-LandingPa","66048",,"13/02/2017 14:34:38","CN=BRRJSHVGASERVICODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"supercanal","66048",,"06/01/2011 15:54:41","CN=BRRJSHVGASERVICODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"sup3tsys","66048",,"09/04/2019 15:22:00",
"super_individual","66048","22/09/2016 13:26:41","14/04/2014 13:23:07","CN=BRRJSHVGASUCSSDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"superacao","66048",,"22/03/2017 17:55:00","CN=BRRJSHVGASERVICODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"supergasbras_relacio","66048","22/09/2016 10:34:32","24/09/2010 11:31:00","CN=BRRJSHVGASCOCDDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"SUP-RCX","512",,"25/08/2006 18:34:38",
"suprimentos","66048",,"28/06/2017 11:51:34","CN=BRRJSHVGASERVICODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"sustentabilidade","66048",,"26/05/2014 07:26:39","CN=BRRJSHVGASUCSSDB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
"suportesap","66050","29/08/2016 11:43:03","14/03/2016 10:05:52","CN=BRRJSHVGASDESATIVADODB,CN=Databases,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=SHVWORLDWIDE,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=shv,DC=net"
